"","left","top","right","bottom","id","Hg","cellIdNew","cover","climate"
"1798",3167999.99979807,1931999.99992613,3169999.99979807,1929999.99992613,608864,359,1798,-1.87175139519842,1.29566976246275
"1799",3169999.99979807,1943999.99992613,3171999.99979807,1941999.99992613,611114,359,1799,0.280925823030518,0.877976419909739
"1800",3169999.99979807,1939999.99992613,3171999.99979807,1937999.99992613,611116,359,1800,-1.53076485691182,1.17475463234853
"1801",3169999.99979807,1937999.99992613,3171999.99979807,1935999.99992613,611117,359,1801,-1.78276571351714,1.20552602075704
"1802",3169999.99979807,1935999.99992613,3171999.99979807,1933999.99992613,611118,359,1802,-1.79361430577809,1.28571504471511
"1803",3169999.99979807,1933999.99992613,3171999.99979807,1931999.99992613,611119,359,1803,-1.67053399029022,1.27288733445683
"1804",3169999.99979807,1931999.99992613,3171999.99979807,1929999.99992613,611120,359,1804,-1.73692490766674,1.30904032220984
"1805",3171999.99979807,1937999.99992613,3173999.99979807,1935999.99992613,613373,359,1805,-1.22570805068212,1.17250896841983
"1806",3171999.99979807,1935999.99992613,3173999.99979807,1933999.99992613,613374,359,1806,-1.70144987275897,1.23130665954647
"1807",3171999.99979807,1933999.99992613,3173999.99979807,1931999.99992613,613375,359,1807,-1.44562983649871,1.23837031067574
"1808",3171999.99979807,1931999.99992613,3173999.99979807,1929999.99992613,613376,359,1808,-1.69659911312638,1.27098443897108
"1809",3173999.99979807,1939999.99992613,3175999.99979807,1937999.99992613,615628,359,1809,-0.191133958028119,1.07419750879547
"1810",3173999.99979807,1937999.99992613,3175999.99979807,1935999.99992613,615629,359,1810,-0.702189384281497,1.03041248657458
"1811",3173999.99979807,1935999.99992613,3175999.99979807,1933999.99992613,615630,359,1811,-1.28979636499573,1.21598164683442
"1812",3173999.99979807,1933999.99992613,3175999.99979807,1931999.99992613,615631,359,1812,-1.23816510574924,1.22147817701174
"1813",3173999.99979807,1931999.99992613,3175999.99979807,1929999.99992613,615632,359,1813,-1.73378827030953,1.20704665606227
"1814",3175999.99979807,1939999.99992613,3177999.99979807,1937999.99992613,617884,359,1814,-1.59221297720979,1.14995526312265
"1815",3175999.99979807,1937999.99992613,3177999.99979807,1935999.99992613,617885,359,1815,-0.264557131652344,1.20918138958249
"1816",3175999.99979807,1935999.99992613,3177999.99979807,1933999.99992613,617886,359,1816,-1.18907389828594,1.23740248065157
"1817",3175999.99979807,1933999.99992613,3177999.99979807,1931999.99992613,617887,359,1817,-1.14123458000393,1.21087661942626
"1818",3175999.99979807,1931999.99992613,3177999.99979807,1929999.99992613,617888,359,1818,-1.54789757281097,1.14454552807661
"1819",3177999.99979807,1939999.99992613,3179999.99979807,1937999.99992613,620140,359,1819,-1.43789193272183,1.13735893188944
"1820",3177999.99979807,1937999.99992613,3179999.99979807,1935999.99992613,620141,359,1820,-1.05739542397009,1.19787634369027
"1821",3177999.99979807,1935999.99992613,3179999.99979807,1933999.99992613,620142,359,1821,-0.899158338312596,1.21131984648568
"1822",3177999.99979807,1933999.99992613,3179999.99979807,1931999.99992613,620143,359,1822,-0.047814596513955,1.20812936171256
"1823",3179999.99979807,1939999.99992613,3181999.99979807,1937999.99992613,622396,359,1823,-1.27296610521393,1.02570932085128
"1824",3179999.99979807,1937999.99992613,3181999.99979807,1935999.99992613,622397,359,1824,-1.27943378472404,1.14725183241177
"1825",3179999.99979807,1935999.99992613,3181999.99979807,1933999.99992613,622398,359,1825,-0.75163748786481,1.19207645196941
"1826",3181999.99979807,1939999.99992613,3183999.99979807,1937999.99992613,624652,359,1826,-1.53329020549601,1.04136330448388
"1827",3165999.99979807,1929999.99992613,3167999.99979807,1927999.99992613,606609,359,1827,-1.54463459351184,1.25367507328958
"1828",3165999.99979807,1927999.99992613,3167999.99979807,1925999.99992613,606610,359,1828,-1.50588360486837,1.29437316232034
"1829",3167999.99979807,1929999.99992613,3169999.99979807,1927999.99992613,608865,359,1829,-1.91973405622531,1.25780379670662
"1830",3167999.99979807,1927999.99992613,3169999.99979807,1925999.99992613,608866,359,1830,-1.41058253449204,1.29929282607464
"1831",3169999.99979807,1929999.99992613,3171999.99979807,1927999.99992613,611121,359,1831,-1.75965898834999,1.26865902433131
"1832",3169999.99979807,1927999.99992613,3171999.99979807,1925999.99992613,611122,359,1832,-1.57034004630067,1.28163958197998
"1833",3169999.99979807,1925999.99992613,3171999.99979807,1923999.99992613,611123,359,1833,-1.54525673120866,1.34056574066229
"1834",3171999.99979807,1929999.99992613,3173999.99979807,1927999.99992613,613377,359,1834,-1.17843720067836,1.15926623943469
"1835",3171999.99979807,1927999.99992613,3173999.99979807,1925999.99992613,613378,359,1835,-1.67767830768155,1.29071998820987
"1836",3171999.99979807,1925999.99992613,3173999.99979807,1923999.99992613,613379,359,1836,-1.7298540886353,1.3995586878438
"1837",3173999.99979807,1929999.99992613,3175999.99979807,1927999.99992613,615633,359,1837,-1.72532221082272,1.13344335161641
"1838",3175999.99979807,1929999.99992613,3177999.99979807,1927999.99992613,617889,359,1838,-1.0630225672923,1.10513805697164
"1839",3169999.99979807,1917999.99992613,3171999.99979807,1915999.99992613,611127,360,1839,-1.33293834977214,1.36256317010991
"1840",3173999.99979807,1921999.99992613,3175999.99979807,1919999.99992613,615637,360,1840,-1.10874426385424,1.25046967667385
"1841",3145999.99979807,1961999.99992613,3147999.99979807,1959999.99992613,584033,361,1841,-0.742387308304737,1.42843185044728
"1842",3147999.99979807,1961999.99992613,3149999.99979807,1959999.99992613,586289,361,1842,-1.46937167379924,1.44886806438312
"1843",3195999.99979807,1939999.99992613,3197999.99979807,1937999.99992613,640444,362,1843,-1.25272042603024,1.02901142787531
"1844",3195999.99979807,1937999.99992613,3197999.99979807,1935999.99992613,640445,362,1844,-1.29950082888479,1.023089892652
"1845",3201999.99979807,1945999.99992613,3203999.99979807,1943999.99992613,647209,362,1845,-1.29236914374427,0.672423417817852
"1846",3203999.99979807,1945999.99992613,3205999.99979807,1943999.99992613,649465,362,1846,-1.3489872883309,0.661538159810563
"1847",3179999.99979807,1983999.99992613,3181999.99979807,1981999.99992613,622374,363,1847,0.078099895234434,0.934622503158348
"1848",3183999.99979807,1983999.99992613,3185999.99979807,1981999.99992613,626886,363,1848,-0.380718430103429,1.04300440887783
"1849",3149999.99979807,1965999.99992613,3151999.99979807,1963999.99992613,588543,364,1849,-0.513823923926206,1.54204170245603
"1850",3173999.99979807,1963999.99992613,3175999.99979807,1961999.99992613,615616,365,1850,-1.33765297668539,0.710013618652234
"1851",3173999.99979807,1961999.99992613,3175999.99979807,1959999.99992613,615617,365,1851,-0.413326528299372,0.787985903468224
"1852",3175999.99979807,1963999.99992613,3177999.99979807,1961999.99992613,617872,365,1852,-0.392922074067685,0.806202174852319
"1853",3177999.99979807,1965999.99992613,3179999.99979807,1963999.99992613,620127,365,1853,-0.551708504171621,0.830752180916496
"1854",3183999.99979807,1971999.99992613,3185999.99979807,1969999.99992613,626892,365,1854,-1.03596616112288,0.604543714830077
"1855",3183999.99979807,1969999.99992613,3185999.99979807,1967999.99992613,626893,365,1855,-1.15576936527775,0.591744085458579
"1856",3155999.99979807,1973999.99992613,3157999.99979807,1971999.99992613,595307,366,1856,-1.47788229149915,0.975929661299075
"1857",3121999.99979807,1957999.99992613,3123999.99979807,1955999.99992613,556963,367,1857,-1.25534480394966,0.667471729645348
"1858",3117999.99979807,1931999.99992613,3119999.99979807,1929999.99992613,552464,368,1858,0.958260447667824,-0.425515446083799
"1859",3119999.99979807,1931999.99992613,3121999.99979807,1929999.99992613,554720,368,1859,1.50986083199277,-0.2332181204084
"1860",3135999.99979807,1943999.99992613,3137999.99979807,1941999.99992613,572762,368,1860,-0.445607589035619,0.747307905257009
"1861",3135999.99979807,1941999.99992613,3137999.99979807,1939999.99992613,572763,368,1861,-0.799862961747961,0.861330872629023
"1862",3109999.99979807,1929999.99992613,3111999.99979807,1927999.99992613,543441,368,1862,1.99288981802723,-0.71842305029196
"1863",3109999.99979807,1921999.99992613,3111999.99979807,1919999.99992613,543445,368,1863,0.496438402206714,0.132486635447226
"1864",3117999.99979807,1929999.99992613,3119999.99979807,1927999.99992613,552465,368,1864,0.992205859888494,-0.670860830236584
"1865",3123999.99979807,1915999.99992613,3125999.99979807,1913999.99992613,559240,368,1865,-1.12603568803171,0.682396509887199
"1866",3129999.99979807,1929999.99992613,3131999.99979807,1927999.99992613,566001,368,1866,-0.209287407426821,0.834339384145792
"1867",3129999.99979807,1925999.99992613,3131999.99979807,1923999.99992613,566003,368,1867,0.140913923631876,0.719389413554404
"1868",3129999.99979807,1915999.99992613,3131999.99979807,1913999.99992613,566008,368,1868,-1.00763430596829,0.903849174977185
"1869",3131999.99979807,1925999.99992613,3133999.99979807,1923999.99992613,568259,368,1869,-0.704848712769677,0.894201373848632
"1870",3115999.99979807,1939999.99992613,3117999.99979807,1937999.99992613,550204,369,1870,0.712472236330321,0.157934739537777
"1871",3111999.99979807,1949999.99992613,3113999.99979807,1947999.99992613,545687,370,1871,1.70057011732042,0.629398218924163
"1872",3113999.99979807,1959999.99992613,3115999.99979807,1957999.99992613,547938,370,1872,-1.49703252782641,1.02309807283347
"1873",3119999.99979807,1955999.99992613,3121999.99979807,1953999.99992613,554708,370,1873,-0.66107650231397,0.622003494236181
"1874",3123999.99979807,1953999.99992613,3125999.99979807,1951999.99992613,559221,371,1874,-0.427617752965364,0.751227681461349
"1875",3123999.99979807,1945999.99992613,3125999.99979807,1943999.99992613,559225,371,1875,-0.317382432041566,0.468765464170509
"1876",3129999.99979807,1953999.99992613,3131999.99979807,1951999.99992613,565989,371,1876,-0.929181118326248,0.948637297082186
"1877",3129999.99979807,1949999.99992613,3131999.99979807,1947999.99992613,565991,371,1877,-0.926710389248854,0.707701884445225
"1878",3121999.99979807,1953999.99992613,3123999.99979807,1951999.99992613,556965,372,1878,-0.560325642536509,0.664733824161121
"1879",3069999.99979807,1949999.99992613,3071999.99979807,1947999.99992613,498311,373,1879,1.49922617643641,-0.725239719755371
"1880",3071999.99979807,1957999.99992613,3073999.99979807,1955999.99992613,500563,373,1880,1.41957571045234,-0.397172336617699
"1881",3071999.99979807,1949999.99992613,3073999.99979807,1947999.99992613,500567,373,1881,1.23681377550175,-0.494175075626653
"1882",3073999.99979807,1957999.99992613,3075999.99979807,1955999.99992613,502819,373,1882,-0.668535199738294,-0.077897382274335
"1883",3073999.99979807,1955999.99992613,3075999.99979807,1953999.99992613,502820,373,1883,0.525572734113553,-0.687446442540299
"1884",3073999.99979807,1951999.99992613,3075999.99979807,1949999.99992613,502822,373,1884,2.07339464903298,-1.65858296605677
"1885",3073999.99979807,1949999.99992613,3075999.99979807,1947999.99992613,502823,373,1885,1.449591161908,-0.721501479864542
"1886",3075999.99979807,1955999.99992613,3077999.99979807,1953999.99992613,505076,373,1886,0.561153218769667,-0.315750711658135
"1887",3075999.99979807,1943999.99992613,3077999.99979807,1941999.99992613,505082,373,1887,1.38881224168299,0.080431923385332
"1888",3093999.99979807,1945999.99992613,3095999.99979807,1943999.99992613,525385,374,1888,1.57341293723723,0.576752048692009
"1889",3093999.99979807,1943999.99992613,3095999.99979807,1941999.99992613,525386,374,1889,1.8761578130689,0.162650612433481
"1890",3095999.99979807,1941999.99992613,3097999.99979807,1939999.99992613,527643,374,1890,1.670359974944,-0.994891387587802
"1891",3097999.99979807,1943999.99992613,3099999.99979807,1941999.99992613,529898,374,1891,1.77882357729323,-0.034765565333274
"1892",3097999.99979807,1941999.99992613,3099999.99979807,1939999.99992613,529899,374,1892,1.83310333639489,-0.147362672340494
"1893",3097999.99979807,1939999.99992613,3099999.99979807,1937999.99992613,529900,374,1893,1.29072192848583,0.006046627251182
"1894",3097999.99979807,1937999.99992613,3099999.99979807,1935999.99992613,529901,374,1894,-0.348081698589953,0.355962220652814
"1895",3099999.99979807,1945999.99992613,3101999.99979807,1943999.99992613,532153,374,1895,1.83411655848358,-0.328048040198863
"1896",3099999.99979807,1943999.99992613,3101999.99979807,1941999.99992613,532154,374,1896,1.78926404461026,-0.126050773945935
"1897",3099999.99979807,1941999.99992613,3101999.99979807,1939999.99992613,532155,374,1897,1.11725741990521,0.093551258918532
"1898",3099999.99979807,1939999.99992613,3101999.99979807,1937999.99992613,532156,374,1898,-0.197526604168807,0.330250755451537
"1899",3099999.99979807,1937999.99992613,3101999.99979807,1935999.99992613,532157,374,1899,-0.071902541696697,0.60178092911089
"1900",3101999.99979807,1943999.99992613,3103999.99979807,1941999.99992613,534410,374,1900,0.655155235563573,-0.213659454046922
"1901",3089999.99979807,1957999.99992613,3091999.99979807,1955999.99992613,520867,375,1901,0.299464016268398,0.837348421004873
"1902",3091999.99979807,1959999.99992613,3093999.99979807,1957999.99992613,523122,375,1902,-0.894104676775513,0.948887416285678
"1903",3091999.99979807,1957999.99992613,3093999.99979807,1955999.99992613,523123,375,1903,-0.210351757142318,0.875535765664508
"1904",3095999.99979807,1957999.99992613,3097999.99979807,1955999.99992613,527635,375,1904,-1.51895828026709,0.724585195436065
"1905",3095999.99979807,1955999.99992613,3097999.99979807,1953999.99992613,527636,375,1905,-0.291737964617003,0.758718629177856
"1906",3075999.99979807,1961999.99992613,3077999.99979807,1959999.99992613,505073,376,1906,-1.28105070460157,0.436542263140966
"1907",3075999.99979807,1959999.99992613,3077999.99979807,1957999.99992613,505074,376,1907,-1.35866285872294,0.395492596812789
"1908",3077999.99979807,1961999.99992613,3079999.99979807,1959999.99992613,507329,376,1908,-1.34087674007012,0.587281868123972
"1909",3077999.99979807,1957999.99992613,3079999.99979807,1955999.99992613,507331,376,1909,-0.595790756983962,0.338587418089589
"1910",3079999.99979807,1957999.99992613,3081999.99979807,1955999.99992613,509587,376,1910,-1.06252152651062,0.560068773199571
"1911",3079999.99979807,1955999.99992613,3081999.99979807,1953999.99992613,509588,376,1911,-0.084571186403788,0.084852091262003
"1912",3083999.99979807,1955999.99992613,3085999.99979807,1953999.99992613,514100,376,1912,-0.976139980512688,0.499143164498444
"1913",3083999.99979807,1953999.99992613,3085999.99979807,1951999.99992613,514101,376,1913,0.387808045967699,0.132122082954108
"1914",3079999.99979807,1967999.99992613,3081999.99979807,1965999.99992613,509582,377,1914,0.957339695636271,0.899323093371445
"1915",3083999.99979807,1963999.99992613,3085999.99979807,1961999.99992613,514096,377,1915,-0.92409383991732,0.901046174149851
"1916",3085999.99979807,1967999.99992613,3087999.99979807,1965999.99992613,516350,377,1916,0.316000683851936,1.12846202260549
"1917",3085999.99979807,1963999.99992613,3087999.99979807,1961999.99992613,516352,377,1917,0.349142167565557,1.07049140946939
"1918",3087999.99979807,1963999.99992613,3089999.99979807,1961999.99992613,518608,377,1918,-0.96087523152836,1.0049954832261
"1919",3083999.99979807,1941999.99992613,3085999.99979807,1939999.99992613,514107,378,1919,0.244689550603815,-0.803622052543595
"1920",3085999.99979807,1945999.99992613,3087999.99979807,1943999.99992613,516361,378,1920,1.55461884541076,-1.02127459431752
"1921",3085999.99979807,1943999.99992613,3087999.99979807,1941999.99992613,516362,378,1921,1.88018305461919,-1.61980219039749
"1922",3085999.99979807,1941999.99992613,3087999.99979807,1939999.99992613,516363,378,1922,0.703378074772881,-0.930081687990383
"1923",3087999.99979807,1945999.99992613,3089999.99979807,1943999.99992613,518617,378,1923,0.587010420512128,-0.373570038177682
"1924",3087999.99979807,1943999.99992613,3089999.99979807,1941999.99992613,518618,378,1924,1.11283147359553,-1.13753893147918
"1925",3089999.99979807,1943999.99992613,3091999.99979807,1941999.99992613,520874,378,1925,1.01626514645117,-0.647514520079552
"1926",3089999.99979807,1939999.99992613,3091999.99979807,1937999.99992613,520876,378,1926,-0.200219729794131,-0.702283849309628
"1927",3091999.99979807,1943999.99992613,3093999.99979807,1941999.99992613,523130,378,1927,1.41328392856127,-0.264323573115148
"1928",3091999.99979807,1939999.99992613,3093999.99979807,1937999.99992613,523132,378,1928,1.2160181988218,-1.03091942140602
"1929",3093999.99979807,1939999.99992613,3095999.99979807,1937999.99992613,525388,378,1929,1.70709766795684,-0.893628604359236
"1930",3095999.99979807,2019999.99992613,3097999.99979807,2017999.99992613,527604,379,1930,-0.305196247678154,0.776136556828969
"1931",3097999.99979807,2021999.99992613,3099999.99979807,2019999.99992613,529859,379,1931,0.084841364592905,0.731398385379256
"1932",3099999.99979807,2023999.99992613,3101999.99979807,2021999.99992613,532114,379,1932,1.29989366845232,0.52111947423408
"1933",3103999.99979807,1991999.99992613,3105999.99979807,1989999.99992613,536642,380,1933,-1.78039441008593,1.00830811429596
"1934",3105999.99979807,1991999.99992613,3107999.99979807,1989999.99992613,538898,380,1934,-1.32699794142474,1.06077173919599
"1935",3105999.99979807,1989999.99992613,3107999.99979807,1987999.99992613,538899,380,1935,-1.60885810144766,1.1309688478623
"1936",3117999.99979807,2001999.99992613,3119999.99979807,1999999.99992613,552429,381,1936,-0.25607288313211,0.824245333849565
"1937",3089999.99979807,1985999.99992613,3091999.99979807,1983999.99992613,520853,382,1937,-1.73309601599185,1.07828481908641
"1938",3077999.99979807,1979999.99992613,3079999.99979807,1977999.99992613,507320,383,1938,-0.518728267294999,0.91746272468198
"1939",3077999.99979807,1977999.99992613,3079999.99979807,1975999.99992613,507321,383,1939,0.305228292646401,0.86458670339046
"1940",3079999.99979807,1973999.99992613,3081999.99979807,1971999.99992613,509579,383,1940,-0.985404282125896,0.869912413956646
"1941",3081999.99979807,1983999.99992613,3083999.99979807,1981999.99992613,511830,383,1941,-0.903334286106594,0.960977588026293
"1942",3083999.99979807,2005999.99992613,3085999.99979807,2003999.99992613,514075,384,1942,0.021875070076076,1.01742745088759
"1943",3093999.99979807,2015999.99992613,3095999.99979807,2013999.99992613,525350,385,1943,-0.227578298496482,1.02115188926694
"1944",3093999.99979807,2011999.99992613,3095999.99979807,2009999.99992613,525352,385,1944,-0.139272478934779,0.858001395158129
"1945",3095999.99979807,2013999.99992613,3097999.99979807,2011999.99992613,527607,385,1945,0.484737163768912,0.963062459017077
"1946",3097999.99979807,2015999.99992613,3099999.99979807,2013999.99992613,529862,385,1946,0.395956907790544,0.926125014918901
"1947",3111999.99979807,2005999.99992613,3113999.99979807,2003999.99992613,545659,386,1947,-0.957540387153957,0.76123634408823
"1948",3101999.99979807,1985999.99992613,3103999.99979807,1983999.99992613,534389,387,1948,-1.75945925645953,1.19143122440236
"1949",3105999.99979807,1985999.99992613,3107999.99979807,1983999.99992613,538901,387,1949,-1.69534933655321,1.19081549113706
"1950",3107999.99979807,1993999.99992613,3109999.99979807,1991999.99992613,541153,388,1950,-1.91973405622531,1.04831979462823
"1951",3075999.99979807,1995999.99992613,3077999.99979807,1993999.99992613,505056,389,1951,-0.690469974604779,0.751655806409326
"1952",3093999.99979807,1965999.99992613,3095999.99979807,1963999.99992613,525375,390,1952,-1.38889832440672,1.00852319850894
"1953",3095999.99979807,1975999.99992613,3097999.99979807,1973999.99992613,527626,390,1953,-0.678486762971383,1.15784841427114
"1954",3095999.99979807,1973999.99992613,3097999.99979807,1971999.99992613,527627,390,1954,-0.145744013527837,1.25178617473662
"1955",3097999.99979807,1975999.99992613,3099999.99979807,1973999.99992613,529882,390,1955,-0.221865907097628,1.20177493859401
"1956",3107999.99979807,2013999.99992613,3109999.99979807,2011999.99992613,541143,391,1956,0.735887082971085,0.841556256460879
"1957",3107999.99979807,2011999.99992613,3109999.99979807,2009999.99992613,541144,391,1957,-0.048613826282401,0.778943026818323
"1958",3107999.99979807,2009999.99992613,3109999.99979807,2007999.99992613,541145,391,1958,0.164094010212791,0.808439487874787
"1959",3109999.99979807,2013999.99992613,3111999.99979807,2011999.99992613,543399,391,1959,-0.400110141012942,0.800223792358552
"1960",3109999.99979807,2011999.99992613,3111999.99979807,2009999.99992613,543400,391,1960,-0.222063486755619,0.807426528863492
"1961",3109999.99979807,2009999.99992613,3111999.99979807,2007999.99992613,543401,391,1961,-0.060448055413925,0.765820962812737
"1962",3111999.99979807,2013999.99992613,3113999.99979807,2011999.99992613,545655,391,1962,0.115783236800108,0.753434010358722
"1963",3111999.99979807,2011999.99992613,3113999.99979807,2009999.99992613,545656,391,1963,0.137432482999734,0.787641114799163
"1964",3111999.99979807,2009999.99992613,3113999.99979807,2007999.99992613,545657,391,1964,-0.228604002800701,0.774764671047294
"1965",3113999.99979807,2011999.99992613,3115999.99979807,2009999.99992613,547912,391,1965,-0.265728817006258,0.698616872341131
"1966",3113999.99979807,2009999.99992613,3115999.99979807,2007999.99992613,547913,391,1966,-0.3145889332845,0.669591188913337
"1967",3077999.99979807,2005999.99992613,3079999.99979807,2003999.99992613,507307,392,1967,0.020455368923732,0.778660664042212
"1968",3077999.99979807,2003999.99992613,3079999.99979807,2001999.99992613,507308,392,1968,-0.852074754355258,0.559778221372014
"1969",3109999.99979807,2015999.99992613,3111999.99979807,2013999.99992613,543398,393,1969,0.019594680634969,0.771774326379037
"1970",3111999.99979807,2021999.99992613,3113999.99979807,2019999.99992613,545651,393,1970,-1.01123831050342,0.732580875326093
"1971",3113999.99979807,2017999.99992613,3115999.99979807,2015999.99992613,547909,393,1971,-0.173199080077494,0.7879620597818
"1972",3091999.99979807,2001999.99992613,3093999.99979807,1999999.99992613,523101,394,1972,-1.66782508583413,0.974917205046182
"1973",3095999.99979807,2007999.99992613,3097999.99979807,2005999.99992613,527610,394,1973,-1.89574272571186,0.866543613583183
"1974",3101999.99979807,2003999.99992613,3103999.99979807,2001999.99992613,534380,394,1974,-1.11829661507627,0.895140964979366
"1975",3087999.99979807,2009999.99992613,3089999.99979807,2007999.99992613,518585,395,1975,1.33243400264211,1.07181131950354
"1976",3103999.99979807,1995999.99992613,3105999.99979807,1993999.99992613,536640,396,1976,-1.8284748421387,0.97421885883862
"1977",3103999.99979807,1993999.99992613,3105999.99979807,1991999.99992613,536641,396,1977,-1.27442012622988,1.01280706828613
"1978",3107999.99979807,1999999.99992613,3109999.99979807,1997999.99992613,541150,397,1978,0.016761097022226,0.796736594753449
"1979",3109999.99979807,1987999.99992613,3111999.99979807,1985999.99992613,543412,398,1979,-1.91739407637693,1.22002045817022
"1980",3109999.99979807,2021999.99992613,3111999.99979807,2019999.99992613,543395,399,1980,0.50860092114223,0.773748259159852
"1981",3109999.99979807,2019999.99992613,3111999.99979807,2017999.99992613,543396,399,1981,1.51002455873207,0.790611458863469
"1982",3083999.99979807,1999999.99992613,3085999.99979807,1997999.99992613,514078,400,1982,-1.19751935210136,0.920789809418335
"1983",3085999.99979807,1999999.99992613,3087999.99979807,1997999.99992613,516334,400,1983,-1.03434897321938,0.934892927693112
"1984",3085999.99979807,1997999.99992613,3087999.99979807,1995999.99992613,516335,400,1984,-1.70719821217441,0.979135669596
"1985",3087999.99979807,1999999.99992613,3089999.99979807,1997999.99992613,518590,400,1985,-0.890345901721494,0.966516998944653
"1986",3087999.99979807,1997999.99992613,3089999.99979807,1995999.99992613,518591,400,1986,-1.55886931634291,0.982341059141364
"1987",3089999.99979807,2001999.99992613,3091999.99979807,1999999.99992613,520845,400,1987,-1.65582942057741,0.95716386420385
"1988",3089999.99979807,1999999.99992613,3091999.99979807,1997999.99992613,520846,400,1988,-1.56594037596326,0.958261487127923
"1989",3089999.99979807,1997999.99992613,3091999.99979807,1995999.99992613,520847,400,1989,-1.73337066985904,0.969713779652695
"1990",3089999.99979807,1995999.99992613,3091999.99979807,1993999.99992613,520848,400,1990,-1.91973405622531,0.968501895650569
"1991",3089999.99979807,1993999.99992613,3091999.99979807,1991999.99992613,520849,400,1991,-1.27123581783105,0.968151035810398
"1992",3091999.99979807,2003999.99992613,3093999.99979807,2001999.99992613,523100,400,1992,-1.83576439942825,0.94936007967098
"1993",3091999.99979807,1999999.99992613,3093999.99979807,1997999.99992613,523102,400,1993,-1.81543092169479,0.949741073347043
"1994",3091999.99979807,1997999.99992613,3093999.99979807,1995999.99992613,523103,400,1994,-1.06204399036963,0.924838280135855
"1995",3091999.99979807,1993999.99992613,3093999.99979807,1991999.99992613,523105,400,1995,-1.76268544887278,0.887904472692896
"1996",3095999.99979807,1991999.99992613,3097999.99979807,1989999.99992613,527618,401,1996,-1.70610622759585,0.871456139388392
"1997",3101999.99979807,1991999.99992613,3103999.99979807,1989999.99992613,534386,402,1997,-1.40302908462159,0.992851598142384
"1998",3113999.99979807,1989999.99992613,3115999.99979807,1987999.99992613,547923,403,1998,-1.72271902580436,1.23933740619983
"1999",3023999.99979807,1987999.99992613,3025999.99979807,1985999.99992613,446404,404,1999,-0.313785197537797,1.08534366626787
"2000",3025999.99979807,1989999.99992613,3027999.99979807,1987999.99992613,448659,404,2000,0.328604274761084,0.791249466131613
"2001",3025999.99979807,1987999.99992613,3027999.99979807,1985999.99992613,448660,404,2001,-0.14352465217515,0.807635696579362
"2002",3027999.99979807,1987999.99992613,3029999.99979807,1985999.99992613,450916,404,2002,-0.540196215119482,0.570663776319228
"2003",3029999.99979807,1983999.99992613,3031999.99979807,1981999.99992613,453174,404,2003,-0.073496639619952,0.997268936491313
"2004",3065999.99979807,2023999.99992613,3067999.99979807,2021999.99992613,493762,405,2004,1.66175299730204,0.018854876637161
"2005",3065999.99979807,2021999.99992613,3067999.99979807,2019999.99992613,493763,405,2005,1.02293751929387,-0.326671239863569
"2006",3067999.99979807,2023999.99992613,3069999.99979807,2021999.99992613,496018,405,2006,1.91156325633889,-0.030289044603773
"2007",3067999.99979807,2021999.99992613,3069999.99979807,2019999.99992613,496019,405,2007,0.801068513291831,-0.31951173967787
"2008",3067999.99979807,2019999.99992613,3069999.99979807,2017999.99992613,496020,405,2008,1.67489573555454,-1.20894928135071
"2009",3069999.99979807,2021999.99992613,3071999.99979807,2019999.99992613,498275,405,2009,1.70520706798964,-0.149899826909494
"2010",3025999.99979807,1985999.99992613,3027999.99979807,1983999.99992613,448661,406,2010,-0.856626332055666,1.00450449664371
"2011",3055999.99979807,2019999.99992613,3057999.99979807,2017999.99992613,482484,407,2011,1.20655554040212,0.336432161480143
"2012",3029999.99979807,1991999.99992613,3031999.99979807,1989999.99992613,453170,408,2012,0.191751283707306,0.802192273808957
"2013",3031999.99979807,1991999.99992613,3033999.99979807,1989999.99992613,455426,408,2013,-1.80224909251516,0.875791967246792
"2014",3033999.99979807,1997999.99992613,3035999.99979807,1995999.99992613,457679,408,2014,0.228120600383946,1.06367408523612
"2015",3033999.99979807,1995999.99992613,3035999.99979807,1993999.99992613,457680,408,2015,-1.73931872100963,0.95068247813608
"2016",3033999.99979807,1991999.99992613,3035999.99979807,1989999.99992613,457682,408,2016,-1.83425416301689,0.928155172593463
"2017",3037999.99979807,1985999.99992613,3039999.99979807,1983999.99992613,462197,408,2017,-0.038289045606082,1.12796875930485
"2018",3039999.99979807,1987999.99992613,3041999.99979807,1985999.99992613,464452,408,2018,-1.29348476059839,0.980831001653058
"2019",3041999.99979807,1993999.99992613,3043999.99979807,1991999.99992613,466705,408,2019,-0.733303950821567,0.936657694737515
"2020",3041999.99979807,1987999.99992613,3043999.99979807,1985999.99992613,466708,408,2020,-0.643317016336608,0.902732243422931
"2021",3043999.99979807,1995999.99992613,3045999.99979807,1993999.99992613,468960,408,2021,0.024215415780648,0.937726961349282
"2022",3043999.99979807,1989999.99992613,3045999.99979807,1987999.99992613,468963,408,2022,-0.702150731723029,0.728178151899385
"2023",3045999.99979807,1995999.99992613,3047999.99979807,1993999.99992613,471216,408,2023,-0.76168738374105,0.788995361776971
"2024",3045999.99979807,1991999.99992613,3047999.99979807,1989999.99992613,471218,408,2024,-0.197300186717743,0.592670703530116
"2025",3011999.99979807,2011999.99992613,3013999.99979807,2009999.99992613,432856,409,2025,-1.91973405622531,0.995523245226394
"2026",3013999.99979807,2011999.99992613,3015999.99979807,2009999.99992613,435112,409,2026,-1.91973405622531,0.995798375829499
